Species.Original.Name;TaxonomicStatus;UpdatedPlantFamily;UpdatedPlantGenus;UpdatedPlantEphitet;UpdatedPlantSpecies;Frugivore.Genus;Frugivore.Species;Seed.width.mm.;Wood.density.g.cm3;Wood.density.level;Seed.weigh.g;Tree.size.max.m;nwd;nsw;nts;Full.Citation
Beilschmedia pendula;Accepted;Lauraceae;Beilschmiedia;pendula;Beilschmiedia pendula;Ateles;Ateles spp.;NA;0,51;Species;4,8;43;18;7;4;Russo, S. E., Campbell, C. J., Dew, J. L., Stevenson, P. R., & Suarez, S. A. (2005). A multi-forest comparison of dietary preferences and seed dispersal by Ateles spp.Â Intertiol jourl of Primatology,Â 26(5), 1017-1037.
Sterculia apetala;Accepted;Malvaceae;Sterculia;apetala;Sterculia apetala;Tapirus;Tapirus terrestris;NA;0,394065117;Species;1,830338889;40,4;32;9;7;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Sterculia apetala;Accepted;Malvaceae;Sterculia;apetala;Sterculia apetala;Tapirus;Tapirus terrestris;NA;0,394065117;Species;1,830338889;40,4;32;9;7;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Chrysophyllum lucentzfolium;Accepted;Sapotaceae;Chrysophyllum;lucentifolium;Chrysophyllum lucentifolium;Ateles;Ateles paniscus;NA;0,78;Species;NA;40;1;NA;2;Simmen, B., & Sabatier, D. (1996).Â Diets of some French guian primates: Food composition and food choices. Intertiol Jourl of Primatology, 17(5), 661â€“693.Â doi:10.1007/bf02735260Â 
Acosmium subelegans;Accepted;Leguminosae;Acosmium;subelegans;Acosmium subelegans;Tapirus;Tapirus terrestris;NA;0,738;Genus;NA;40;NA;NA;NA;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Acosmium subelegans;Accepted;Leguminosae;Acosmium;subelegans;Acosmium subelegans;Tapirus;Tapirus terrestris;NA;0,738;Genus;NA;40;NA;NA;NA;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Brosimum parinarioides;Accepted;Moraceae;Brosimum;parinarioides;Brosimum parinarioides;Tapirus;Tapirus terrestris;NA;0,621510766;Species;NA;40;20;NA;1;Henry, O., Feer, F., & Sabatier, D. (2000). Diet of the lowland tapir (Tapirus terrestris L.) in French Guiana. Biotropica, 32(2), 364-368.
Micropholis eggensis;Accepted;Sapotaceae;Micropholis;egensis;Micropholis egensis;Ateles;Ateles belzebuth;NA;0,606;Species;NA;40;9;NA;6;Castellanos, H. G., & Chanin, P. (1996).Â Seasol Differences in Food Choice and Patch Preference of Long-Haired Spider Monkeys (Ateles belzebuth). Adaptive Radiations of Neotropical Primates, 451â€“466.Â doi:10.1007/978-1-4419-8770-9_26Â 
Inga alba;Accepted;Leguminosae;Inga;alba;Inga alba;Ateles;Ateles paniscus;NA;0,5934783;Species;NA;40;23;NA;3;Simmen, B., & Sabatier, D. (1996).Â Diets of some French guian primates: Food composition and food choices. Intertiol Jourl of Primatology, 17(5), 661â€“693.Â doi:10.1007/bf02735260Â 
Chrysophyllum venezuelanense;Accepted;Sapotaceae;Chrysophyllum;venezuelanense;Chrysophyllum venezuelanense;Tapirus;Tapirus terrestris;NA;0,545914385;Species;NA;40;2;NA;1;Henry, O., Feer, F., & Sabatier, D. (2000). Diet of the lowland tapir (Tapirus terrestris L.) in French Guiana. Biotropica, 32(2), 364-368.
Micropholis melinoniana;Accepted;Sapotaceae;Micropholis;melinoniana;Micropholis melinoniana;Tapirus;Tapirus terrestris;NA;0,521675;Species;NA;40;8;NA;2;Hibert, F., Sabatier, D., Andrivot, J., Scotti-Saintagne, C., Gonzalez, S., Prévost, M. F., ... & Richard-Hansen, C. (2011). Botany, genetics and ethnobotany: a crossed investigation on the elusive tapir's diet in French Guiana. PLoS One, 6(10).
Micropholis melinomea;Typo;Sapotaceae;Micropholis;melinoniana;Micropholis melinoniana;Ateles;Ateles belzebuth;NA;0,52125;Species;NA;40;8;NA;2;Castellanos, H. G., & Chanin, P. (1996).Â Seasol Differences in Food Choice and Patch Preference of Long-Haired Spider Monkeys (Ateles belzebuth). Adaptive Radiations of Neotropical Primates, 451â€“466.Â doi:10.1007/978-1-4419-8770-9_26Â 
Micropholis melinonia;Accepted;Sapotaceae;Micropholis;melinoniana;Micropholis melinoniana;Ateles;Ateles paniscus;NA;0,52125;Species;NA;40;8;NA;2;Simmen, B., & Sabatier, D. (1996).Â Diets of some French guian primates: Food composition and food choices. Intertiol Jourl of Primatology, 17(5), 661â€“693.Â doi:10.1007/bf02735260Â 
Virola peruvia;Accepted;Myristicaceae;Virola;peruviana;Virola peruviana;Ateles;Ateles belzebuth;NA;0,491;Genus;NA;40;NA;NA;1;Stevenson, P. R., & Link, A. (2010).Â Fruit Preferences of Ateles belzebuth in Tinigua Park, Northwestern Amazonia. Intertiol Jourl of Primatology, 31(3), 393â€“407.Â doi:10.1007/s10764-010-9392-8Â 
Osteophloeum platyspermum;Accepted;Myristicaceae;Osteophloeum;platyspermum;Osteophloeum platyspermum;Ateles;Ateles paniscus;NA;0,4713333;Species;NA;40;15;NA;7;Simmen, B., & Sabatier, D. (1996).Â Diets of some French guian primates: Food composition and food choices. Intertiol Jourl of Primatology, 17(5), 661â€“693.Â doi:10.1007/bf02735260Â 
Ficus gomelleira;Accepted;Moraceae;Ficus;gomelleira;Ficus gomelleira;Tapirus;Tapirus terrestris;NA;0,39;Species;NA;40;2;NA;1;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Ficus gomelleira;Accepted;Moraceae;Ficus;gomelleira;Ficus gomelleira;Brachyteles;Brachyteles arachnoides;NA;0,39;Species;NA;40;2;NA;1;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Pouteria guianensis;Accepted;Sapotaceae;Pouteria;guianensis;Pouteria guianensis;Ateles;Ateles paniscus;NA;0,924375;Species;33,535;40;16;10;18;Simmen, B., & Sabatier, D. (1996).Â Diets of some French guian primates: Food composition and food choices. Intertiol Jourl of Primatology, 17(5), 661â€“693.Â doi:10.1007/bf02735260Â 
Dussia mexica;Accepted;Leguminosae;Dussia;mexicana;Dussia mexicana;Ateles;Ateles geoffroyi;NA;0,51;Species;3,4;40;2;8;9;GonzÃ¡lez?Zamora, A., Arroyo?RodrÃ­guez, V., Chaves, Ã“. M., SÃ¡nchez?LÃ³pez, S., Stoner, K. E., & Riba?HernÃ¡ndez, P. (2009). Diet of spider monkeys (Ateles geoffroyi) in Mesoamerica: current knowledge and future directions.Â American Jourl of Primatology
Clarisia racemosa;Accepted;Moraceae;Clarisia;racemosa;Clarisia racemosa;Ateles;Ateles belzebuth;NA;0,5774074;Species;2,675;40;54;8;1;Castellanos, H. G., & Chanin, P. (1996).Â Seasol Differences in Food Choice and Patch Preference of Long-Haired Spider Monkeys (Ateles belzebuth). Adaptive Radiations of Neotropical Primates, 451â€“466.Â doi:10.1007/978-1-4419-8770-9_26Â 
Clarisia racemosa;Accepted;Moraceae;Clarisia;racemosa;Clarisia racemosa;Ateles;Ateles chamek;NA;0,5774074;Species;2,675;40;54;8;1;Wallace, R. B. (2005).Â Seasol Variations in Diet and Foraging Behavior of Ateles chamek in a Southern Amazonian Tropical Forest. Intertiol Jourl of Primatology, 26(5), 1053â€“1075.Â doi:10.1007/s10764-005-6458-4Â 
Clarisia racemosa;Accepted;Moraceae;Clarisia;racemosa;Clarisia racemosa;Tapirus;Tapirus terrestris;NA;0,576849125;Species;2,675;40;54;8;1;Tobler, M. W., Janovec, J. P., & Cornejo, F. (2010). Frugivory and seed dispersal by the lowland tapir Tapirus terrestris in the Peruvian Amazon. Biotropica, 42(2), 215-222.
Simarouba amara;Accepted;Simaroubaceae;Simarouba;amara;Simarouba amara;Tapirus;Tapirus terrestris;NA;0,378903618;Species;1,074363462;40;61;26;7;Tobler, M. W., Janovec, J. P., & Cornejo, F. (2010). Frugivory and seed dispersal by the lowland tapir Tapirus terrestris in the Peruvian Amazon. Biotropica, 42(2), 215-222.
Cabralea canjerana;Accepted;Meliaceae;Cabralea;canjerana;Cabralea canjerana;Brachyteles;Brachyteles arachnoides;NA;0,563925;Species;0,98;40;16;11;2;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Cabralea canjera;Typo;Meliaceae;Cabralea;canjerana;Cabralea canjerana;Brachyteles;Brachyteles arachnoides;5;0,56375;Species;0,98;40;16;9;2;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Pouteria reticulata;Accepted;Sapotaceae;Pouteria;reticulata;Pouteria reticulata;Ateles;Ateles belzebuth;NA;0,6876923;Species;0,58183;40;26;1;5;Stevenson, P. R., & Link, A. (2010).Â Fruit Preferences of Ateles belzebuth in Tinigua Park, Northwestern Amazonia. Intertiol Jourl of Primatology, 31(3), 393â€“407.Â doi:10.1007/s10764-010-9392-8Â 
Inga edulis;Accepted;Leguminosae;Inga;edulis;Inga edulis;Ateles;Ateles chamek;NA;0,4919231;Species;0,539;40;26;8;2;Felton, A. M., Felton, A., Wood, J. T., & Lindenmayer, D. B. (2008).Â Diet and Feeding Ecology of Ateles chamek in a Bolivian Semihumid Forest: The Importance of Ficus as a Staple Food Resource. Intertiol Jourl of Primatology, 29(2), 379â€“403.Â doi:10.1007/s10764-008-9241-1Â 
Micropholis venulosa;Accepted;Sapotaceae;Micropholis;venulosa;Micropholis venulosa;Ateles;Ateles paniscus;NA;0,6240741;Species;0,4545;40;27;10;13;Simmen, B., & Sabatier, D. (1996).Â Diets of some French guian primates: Food composition and food choices. Intertiol Jourl of Primatology, 17(5), 661â€“693.Â doi:10.1007/bf02735260Â 
Pseudolmedia laevis;Accepted;Moraceae;Pseudolmedia;laevis;Pseudolmedia laevis;Ateles;Ateles chamek;NA;0,5587755;Species;0,435;40;49;8;54;Wallace, R. B. (2005).Â Seasol Variations in Diet and Foraging Behavior of Ateles chamek in a Southern Amazonian Tropical Forest. Intertiol Jourl of Primatology, 26(5), 1053â€“1075.Â doi:10.1007/s10764-005-6458-4Â 
Pseudolmedia laevis.;Accepted;Moraceae;Pseudolmedia;laevis;Pseudolmedia laevis;Ateles;Ateles chamek;NA;0,5587755;Species;0,435;40;49;8;54;Felton, A. M., Felton, A., Wood, J. T., & Lindenmayer, D. B. (2008).Â Diet and Feeding Ecology of Ateles chamek in a Bolivian Semihumid Forest: The Importance of Ficus as a Staple Food Resource. Intertiol Jourl of Primatology, 29(2), 379â€“403.Â doi:10.1007/s10764-008-9241-1Â 
Simarouba amara;Accepted;Simaroubaceae;Simarouba;amara;Simarouba amara;Ateles;Ateles belzebuth;NA;0,3790164;Species;0,361;40;61;26;7;Castellanos, H. G., & Chanin, P. (1996).Â Seasol Differences in Food Choice and Patch Preference of Long-Haired Spider Monkeys (Ateles belzebuth). Adaptive Radiations of Neotropical Primates, 451â€“466.Â doi:10.1007/978-1-4419-8770-9_26Â 
Licania khunthia;Accepted;Chrysobalanaceae;Licania;kunthiana;Licania kunthiana;Brachyteles;Brachyteles hypoxanthus;0,5;0,86;Species;0,3;40;2;NA;2;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Dialium giuanensis;Typo;Leguminosae;Dialium;guianense;Dialium guianense;Ateles;Ateles belzebuth;NA;0,8858824;Species;0,243975;40;34;8;4;Castellanos, H. G., & Chanin, P. (1996).Â Seasol Differences in Food Choice and Patch Preference of Long-Haired Spider Monkeys (Ateles belzebuth). Adaptive Radiations of Neotropical Primates, 451â€“466.Â doi:10.1007/978-1-4419-8770-9_26Â 
Dialium guianense;Accepted;Leguminosae;Dialium;guianense;Dialium guianense;Ateles;Ateles geoffroyi;NA;0,8858824;Species;0,243975;40;34;8;4;Chaves, Ã“. M., Stoner, K. E., Arroyo-RodrÃ­guez, V., & Estrada, A. (2010). Effectiveness of Spider Monkeys (Ateles geoffroyi vellerosus) as Seed Dispersers in Continuous and Fragmented Rain Forests in Southern Mexico. Intertiol Jourl of Primatology, 32(1), 177â€“192. doi:10.1007/s10764-010-9460-0Â 
Dialium guianense;Accepted;Leguminosae;Dialium;guianense;Dialium guianense;Ateles;Ateles geoffroyi;NA;0,8858824;Species;0,243975;40;34;8;4;GonzÃ¡lez?Zamora, A., Arroyo?RodrÃ­guez, V., Chaves, Ã“. M., SÃ¡nchez?LÃ³pez, S., Stoner, K. E., & Riba?HernÃ¡ndez, P. (2009). Diet of spider monkeys (Ateles geoffroyi) in Mesoamerica: current knowledge and future directions.Â American Jourl of Primatology
Bursera simaruba;Accepted;Burseraceae;Bursera;simaruba;Bursera simaruba;Tapirus;Tapirus bairdii;NA;0,33814605;Species;0,115325;40;22;16;7;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Poulsenia armata;Accepted;Moraceae;Poulsenia;armata;Poulsenia armata;Ateles;Ateles geoffroyi;NA;0,348;Species;0,075501;40;25;10;13;GonzÃ¡lez?Zamora, A., Arroyo?RodrÃ­guez, V., Chaves, Ã“. M., SÃ¡nchez?LÃ³pez, S., Stoner, K. E., & Riba?HernÃ¡ndez, P. (2009). Diet of spider monkeys (Ateles geoffroyi) in Mesoamerica: current knowledge and future directions.Â American Jourl of Primatology
Jacaratia digitata;Accepted;Caricaceae;Jacaratia;digitata;Jacaratia digitata;Ateles;Ateles belzebuth;NA;0,296;Species;0,04;40;5;8;2;Stevenson, P. R., & Link, A. (2010).Â Fruit Preferences of Ateles belzebuth in Tinigua Park, Northwestern Amazonia. Intertiol Jourl of Primatology, 31(3), 393â€“407.Â doi:10.1007/s10764-010-9392-8Â 
Jacaratia digitata;Accepted;Caricaceae;Jacaratia;digitata;Jacaratia digitata;Tapirus;Tapirus terrestris;NA;0,296;Species;0,04;40;5;8;2;Tobler, M. W., Janovec, J. P., & Cornejo, F. (2010). Frugivory and seed dispersal by the lowland tapir Tapirus terrestris in the Peruvian Amazon. Biotropica, 42(2), 215-222.
Jacaratia spinosa;Accepted;Caricaceae;Jacaratia;spinosa;Jacaratia spinosa;Ateles;Ateles chamek;NA;0,1341667;Species;0,034;40;12;NA;1;Felton, A. M., Felton, A., Wood, J. T., & Lindenmayer, D. B. (2008).Â Diet and Feeding Ecology of Ateles chamek in a Bolivian Semihumid Forest: The Importance of Ficus as a Staple Food Resource. Intertiol Jourl of Primatology, 29(2), 379â€“403.Â doi:10.1007/s10764-008-9241-1Â 
Jacaratia spinosa;Accepted;Caricaceae;Jacaratia;spinosa;Jacaratia spinosa;Ateles;Ateles geoffroyi;NA;0,1341667;Species;0,034;40;12;NA;1;GonzÃ¡lez?Zamora, A., Arroyo?RodrÃ­guez, V., Chaves, Ã“. M., SÃ¡nchez?LÃ³pez, S., Stoner, K. E., & Riba?HernÃ¡ndez, P. (2009). Diet of spider monkeys (Ateles geoffroyi) in Mesoamerica: current knowledge and future directions.Â American Jourl of Primatology
Jacaratia spinosa;Accepted;Caricaceae;Jacaratia;spinosa;Jacaratia spinosa;Brachyteles;Brachyteles arachnoides;10;0,1341667;Species;0,034;40;12;NA;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Jacaratia spinosa ;Accepted;Caricaceae;Jacaratia;spinosa;Jacaratia spinosa;Tapirus;Tapirus terrestris;0,5;0,1341667;Species;0,034;40;12;NA;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Jacaratia spinosa;Accepted;Caricaceae;Jacaratia;spinosa;Jacaratia spinosa;Tapirus;Tapirus terrestris;NA;0,132506988;Species;0,034;40;12;NA;1;Hibert, F., Sabatier, D., Andrivot, J., Scotti-Saintagne, C., Gonzalez, S., Prévost, M. F., ... & Richard-Hansen, C. (2011). Botany, genetics and ethnobotany: a crossed investigation on the elusive tapir's diet in French Guiana. PLoS One, 6(10).
Jacaratia spinosa;Typo;Caricaceae;Jacaratia;spinosa;Jacaratia spinosa;Tapirus;Tapirus terrestris;NA;0,132506988;Species;0,034;40;12;NA;1;Tófoli, C. F. D. (2006). Frugivoria e dispersão de sementes por Tapirus terrestris (Linnaeus, 1758) na paisagem fragmentada do Pontal do Paranapanema, São Paulo (Doctoral dissertation, Universidade de São Paulo).
Jacaratia spinosa;Accepted;Caricaceae;Jacaratia;spinosa;Jacaratia spinosa;Tapirus;Tapirus terrestris;NA;0,132506988;Species;0,034;40;12;NA;1;Henry, O., Feer, F., & Sabatier, D. (2000). Diet of the lowland tapir (Tapirus terrestris L.) in French Guiana. Biotropica, 32(2), 364-368.
Jacaratia spinosa;Accepted;Caricaceae;Jacaratia;spinosa;Jacaratia spinosa;Brachyteles;Brachyteles arachnoides;NA;0,132506988;Species;0,034;40;12;NA;1;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Hyeronima alchoneoides;Typo;Phyllanthaceae;Hyeronima;alchorneoides;Hyeronima alchorneoides;Ateles;Ateles belzebuth;NA;0,616;Species;0,01439;40;5;1;5;Castellanos, H. G., & Chanin, P. (1996).Â Seasol Differences in Food Choice and Patch Preference of Long-Haired Spider Monkeys (Ateles belzebuth). Adaptive Radiations of Neotropical Primates, 451â€“466.Â doi:10.1007/978-1-4419-8770-9_26Â 
Hyeronima alchorneoides;Accepted;Phyllanthaceae;Hyeronima;alchorneoides;Hyeronima alchorneoides;Ateles;Ateles geoffroyi;NA;0,616;Species;0,01439;40;5;1;5;GonzÃ¡lez?Zamora, A., Arroyo?RodrÃ­guez, V., Chaves, Ã“. M., SÃ¡nchez?LÃ³pez, S., Stoner, K. E., & Riba?HernÃ¡ndez, P. (2009). Diet of spider monkeys (Ateles geoffroyi) in Mesoamerica: current knowledge and future directions.Â American Jourl of Primatology
Ficus insipida;Accepted;Moraceae;Ficus;insipida;Ficus insipida;Brachyteles;Brachyteles arachnoides, B. hypoxanthus;10;0,3727273;Species;0,0113;40;33;19;11;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Ficus insipida ;Accepted;Moraceae;Ficus;insipida;Ficus insipida;Tapirus;Tapirus terrestris;NA;0,3727273;Species;0,0113;40;33;19;11;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Ficus gomelleira;Accepted;Moraceae;Ficus;gomelleira;Ficus gomelleira;Brachyteles;Brachyteles arachnoides;10;0,39;Species;0,01;40;2;NA;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Ficus insipida;Accepted;Moraceae;Ficus;insipida;Ficus insipida;Tapirus;Tapirus bairdii;NA;0,372682837;Species;0,00113;40;33;19;11;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Ficus insipida;Accepted;Moraceae;Ficus;insipida;Ficus insipida;Brachyteles;Brachyteles arachnoides;NA;0,372682837;Species;0,00113;40;33;19;7;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Ficus insipida;Accepted;Moraceae;Ficus;insipida;Ficus insipida;Brachyteles;Brachyteles hypoxanthus;NA;0,372682837;Species;0,00113;40;33;19;7;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
